Zip,City,State,Latitude,Longitude,Timezone,Daylight savings time flag,geopoint
44408,Columbiana,OH,40.884299,-80.68652,-5,1,"40.884299, -80.68652"
44701,Canton,OH,40.782408,-81.371185,-5,1,"40.782408, -81.371185"
45164,Port William,OH,39.553045,-83.78346,-5,1,"39.553045, -83.78346"
45640,Jackson,OH,39.034226,-82.63678,-5,1,"39.034226, -82.63678"
43331,Lakeview,OH,40.507868,-83.90705,-5,1,"40.507868, -83.90705"
43635,Toledo,OH,41.686778,-83.43943,-5,1,"41.686778, -83.43943"
45026,Hamilton,OH,39.440956,-84.575746,-5,1,"39.440956, -84.575746"
45482,Dayton,OH,39.750471,-84.268593,-5,1,"39.750471, -84.268593"
43356,Waldo,OH,40.461613,-83.05047,-5,1,"40.461613, -83.05047"
45717,Carbondale,OH,39.368235,-82.010132,-5,1,"39.368235, -82.010132"
44306,Akron,OH,41.046055,-81.49039,-5,1,"41.046055, -81.49039"
44320,Akron,OH,41.083155,-81.57022,-5,1,"41.083155, -81.57022"
45898,Willshire,OH,40.74011,-84.77607,-5,1,"40.74011, -84.77607"
45880,Payne,OH,41.072614,-84.7317,-5,1,"41.072614, -84.7317"
43465,Walbridge,OH,41.57725,-83.49795,-5,1,"41.57725, -83.49795"
44653,Midvale,OH,40.433496,-81.3731,-5,1,"40.433496, -81.3731"
44427,Kensington,OH,40.723803,-80.94874,-5,1,"40.723803, -80.94874"
43406,Bradner,OH,41.328037,-83.43802,-5,1,"41.328037, -83.43802"
45174,Terrace Park,OH,39.161061,-84.30808,-5,1,"39.161061, -84.30808"
45267,Cincinnati,OH,39.166759,-84.53822,-5,1,"39.166759, -84.53822"
43964,Toronto,OH,40.465183,-80.62364,-5,1,"40.465183, -80.62364"
43109,Brice,OH,39.916574,-82.83218,-5,1,"39.916574, -82.83218"
44432,Lisbon,OH,40.757793,-80.7642,-5,1,"40.757793, -80.7642"
44820,Bucyrus,OH,40.815179,-82.97091,-5,1,"40.815179, -82.97091"
44483,Warren,OH,41.252748,-80.80773,-5,1,"41.252748, -80.80773"
44070,North Olmsted,OH,41.415097,-81.91436,-5,1,"41.415097, -81.91436"
45388,Yorkshire,OH,40.328535,-84.47938,-5,1,"40.328535, -84.47938"
45833,Delphos,OH,40.841409,-84.34178,-5,1,"40.841409, -84.34178"
44185,Cleveland,OH,41.685744,-81.672797,-5,1,"41.685744, -81.672797"
44096,Willoughby,OH,41.910676,-81.249027,-5,1,"41.910676, -81.249027"
45103,Batavia,OH,39.082894,-84.15319,-5,1,"39.082894, -84.15319"
43098,Hebron,OH,40.095148,-82.482659,-5,1,"40.095148, -82.482659"
43440,Lakeside Marblehead,OH,41.533186,-82.75881,-5,1,"41.533186, -82.75881"
44848,Nankin,OH,40.920617,-82.281695,-5,1,"40.920617, -82.281695"
45271,Cincinnati,OH,39.166759,-84.53822,-5,1,"39.166759, -84.53822"
45694,Wheelersburg,OH,38.729816,-82.8004,-5,1,"38.729816, -82.8004"
44115,Cleveland,OH,41.493501,-81.67125,-5,1,"41.493501, -81.67125"
44125,Cleveland,OH,41.414403,-81.60793,-5,1,"41.414403, -81.60793"
45011,Hamilton,OH,39.404856,-84.52271,-5,1,"39.404856, -84.52271"
45005,Franklin,OH,39.550241,-84.3087,-5,1,"39.550241, -84.3087"
45867,Mount Blanchard,OH,40.903089,-83.54591,-5,1,"40.903089, -83.54591"
43032,Kilbourne,OH,40.328773,-82.95824,-5,1,"40.328773, -82.95824"
43153,South Solon,OH,39.721965,-83.58093,-5,1,"39.721965, -83.58093"
43655,Toledo,OH,41.686778,-83.43943,-5,1,"41.686778, -83.43943"
44138,Olmsted Falls,OH,41.373949,-81.91507,-5,1,"41.373949, -81.91507"
45230,Cincinnati,OH,39.078368,-84.38865,-5,1,"39.078368, -84.38865"
45368,South Charleston,OH,39.840367,-83.65813,-5,1,"39.840367, -83.65813"
45624,Cynthiana,OH,39.172214,-83.34842,-5,1,"39.172214, -83.34842"
44250,Lakemore,OH,41.020256,-81.4359,-5,1,"41.020256, -81.4359"
43947,Shadyside,OH,39.964553,-80.76013,-5,1,"39.964553, -80.76013"
43821,Dresden,OH,40.130754,-82.01637,-5,1,"40.130754, -82.01637"
44275,Spencer,OH,41.101909,-82.10234,-5,1,"41.101909, -82.10234"
44718,Canton,OH,40.850683,-81.43773,-5,1,"40.850683, -81.43773"
43154,Stoutsville,OH,39.605605,-82.82656,-5,1,"39.605605, -82.82656"
43345,Ridgeway,OH,40.513261,-83.57736,-5,1,"40.513261, -83.57736"
43437,Jerry City,OH,41.252306,-83.60464,-5,1,"41.252306, -83.60464"
43022,Gambier,OH,40.351781,-82.35543,-5,1,"40.351781, -82.35543"
43413,Cygnet,OH,41.240054,-83.64985,-5,1,"41.240054, -83.64985"
44402,Bristolville,OH,41.385826,-80.87487,-5,1,"41.385826, -80.87487"
44802,Alvada,OH,41.053889,-83.41412,-5,1,"41.053889, -83.41412"
44675,Sherrodsville,OH,40.506928,-81.24133,-5,1,"40.506928, -81.24133"
44128,Cleveland,OH,41.441153,-81.55179,-5,1,"41.441153, -81.55179"
44193,Cleveland,OH,41.685744,-81.672797,-5,1,"41.685744, -81.672797"
43555,Ridgeville Corners,OH,41.437905,-84.255,-5,1,"41.437905, -84.255"
45750,Marietta,OH,39.426551,-81.44373,-5,1,"39.426551, -81.44373"
44639,Leesville,OH,40.547688,-81.243498,-5,1,"40.547688, -81.243498"
44683,Uhrichsville,OH,40.373604,-81.34146,-5,1,"40.373604, -81.34146"
43003,Ashley,OH,40.40994,-82.96124,-5,1,"40.40994, -82.96124"
43066,Radnor,OH,40.400799,-83.15216,-5,1,"40.400799, -83.15216"
44056,Macedonia,OH,41.321189,-81.50135,-5,1,"41.321189, -81.50135"
44202,Aurora,OH,41.320612,-81.36352,-5,1,"41.320612, -81.36352"
44599,Youngstown,OH,41.017082,-80.802854,-5,1,"41.017082, -80.802854"
44799,Canton,OH,40.811809,-81.368284,-5,1,"40.811809, -81.368284"
44677,Smithville,OH,40.865194,-81.85967,-5,1,"40.865194, -81.85967"
45061,Ross,OH,39.31235,-84.64828,-5,1,"39.31235, -84.64828"
44262,Munroe Falls,OH,41.138806,-81.43787,-5,1,"41.138806, -81.43787"
44607,Augusta,OH,40.686028,-81.02187,-5,1,"40.686028, -81.02187"
45810,Ada,OH,40.774039,-83.81821,-5,1,"40.774039, -83.81821"
43403,Bowling Green,OH,41.39235,-83.648996,-5,1,"41.39235, -83.648996"
43527,Holgate,OH,41.253169,-84.14754,-5,1,"41.253169, -84.14754"
44184,Cleveland,OH,41.685744,-81.672797,-5,1,"41.685744, -81.672797"
43162,West Jefferson,OH,39.939528,-83.28912,-5,1,"39.939528, -83.28912"
44641,Louisville,OH,40.843685,-81.26298,-5,1,"40.843685, -81.26298"
44062,Middlefield,OH,41.462346,-81.03666,-5,1,"41.462346, -81.03666"
43036,Magnetic Springs,OH,40.353133,-83.26289,-5,1,"40.353133, -83.26289"
45053,Okeana,OH,39.352687,-84.78591,-5,1,"39.352687, -84.78591"
45251,Cincinnati,OH,39.258124,-84.58733,-5,1,"39.258124, -84.58733"
43025,Hebron,OH,39.958869,-82.49882,-5,1,"39.958869, -82.49882"
44117,Euclid,OH,41.570344,-81.52726,-5,1,"41.570344, -81.52726"
44513,Youngstown,OH,41.017082,-80.802854,-5,1,"41.017082, -80.802854"
45350,North Star,OH,40.135426,-84.619129,-5,1,"40.135426, -84.619129"
45681,South Salem,OH,39.308063,-83.25664,-5,1,"39.308063, -83.25664"
45619,Chesapeake,OH,38.448563,-82.44553,-5,1,"38.448563, -82.44553"
43016,Dublin,OH,40.089811,-83.13983,-5,1,"40.089811, -83.13983"
43842,Trinway,OH,40.140472,-82.01079,-5,1,"40.140472, -82.01079"
45808,Beaverdam,OH,40.832363,-83.97343,-5,1,"40.832363, -83.97343"
43711,Ava,OH,39.827556,-81.554854,-5,1,"39.827556, -81.554854"
44399,Akron,OH,41.128705,-81.53999,-5,1,"41.128705, -81.53999"
44084,Rock Creek,OH,41.659739,-80.86635,-5,1,"41.659739, -80.86635"
44177,Cleveland,OH,41.685744,-81.672797,-5,1,"41.685744, -81.672797"
45732,Glouster,OH,39.506243,-82.0779,-5,1,"39.506243, -82.0779"
45999,Cincinnati,OH,39.166759,-84.53822,-5,1,"39.166759, -84.53822"
44644,Malvern,OH,40.68357,-81.17453,-5,1,"40.68357, -81.17453"
45204,Cincinnati,OH,39.093345,-84.56428,-5,1,"39.093345, -84.56428"
43434,Harbor View,OH,41.645699,-83.620233,-5,1,"41.645699, -83.620233"
43747,Jerusalem,OH,39.862128,-81.11139,-5,1,"39.862128, -81.11139"
43787,Stockport,OH,39.536415,-81.80009,-5,1,"39.536415, -81.80009"
45050,Monroe,OH,39.441008,-84.36582,-5,1,"39.441008, -84.36582"
45701,Athens,OH,39.322847,-82.09728,-5,1,"39.322847, -82.09728"
43337,Morral,OH,40.687548,-83.22944,-5,1,"40.687548, -83.22944"
43449,Oak Harbor,OH,41.53446,-83.13569,-5,1,"41.53446, -83.13569"
45734,Graysville,OH,39.628144,-81.19164,-5,1,"39.628144, -81.19164"
43571,Whitehouse,OH,41.517402,-83.81063,-5,1,"41.517402, -83.81063"
44088,Unionville,OH,41.783323,-81.003385,-5,1,"41.783323, -81.003385"
44103,Cleveland,OH,41.513801,-81.64287,-5,1,"41.513801, -81.64287"
43741,Wayne,OH,39.884291,-81.106797,-5,1,"39.884291, -81.106797"
45127,Columbia,OH,39.137761,-84.35214,-5,1,"39.137761, -84.35214"
43603,Toledo,OH,41.686778,-83.43943,-5,1,"41.686778, -83.43943"
43759,Morristown,OH,40.011338,-80.970135,-5,1,"40.011338, -80.970135"
43793,Woodsfield,OH,39.742066,-81.09908,-5,1,"39.742066, -81.09908"
44484,Warren,OH,41.226957,-80.76475,-5,1,"41.226957, -80.76475"
45621,Coalton,OH,39.111094,-82.61105,-5,1,"39.111094, -82.61105"
45769,Pomeroy,OH,39.092281,-82.028,-5,1,"39.092281, -82.028"
43234,Columbus,OH,39.969036,-83.011389,-5,1,"39.969036, -83.011389"
43973,Freeport,OH,40.189812,-81.27506,-5,1,"40.189812, -81.27506"
44871,Sandusky,OH,41.49181,-82.647824,-5,1,"41.49181, -82.647824"
44450,North Bloomfield,OH,41.449052,-80.81921,-5,1,"41.449052, -80.81921"
43149,Rockbridge,OH,39.545786,-82.57704,-5,1,"39.545786, -82.57704"
43207,Columbus,OH,39.897695,-82.96969,-5,1,"39.897695, -82.96969"
44847,Monroeville,OH,41.238863,-82.70909,-5,1,"41.238863, -82.70909"
45661,Piketon,OH,39.046079,-83.06459,-5,1,"39.046079, -83.06459"
44135,Cleveland,OH,41.432149,-81.80467,-5,1,"41.432149, -81.80467"
43350,Sparta,OH,40.394773,-82.69952,-5,1,"40.394773, -82.69952"
43462,Rudolph,OH,41.28447,-83.69515,-5,1,"41.28447, -83.69515"
45872,North Baltimore,OH,41.18394,-83.67053,-5,1,"41.18394, -83.67053"
43916,Colerain,OH,40.122351,-80.814948,-5,1,"40.122351, -80.814948"
44608,Beach City,OH,40.65151,-81.58475,-5,1,"40.65151, -81.58475"
44473,Vienna,OH,41.236248,-80.66265,-5,1,"41.236248, -80.66265"
43661,Toledo,OH,41.678167,-83.497155,-5,1,"41.678167, -83.497155"
45657,Otway,OH,38.866354,-83.22028,-5,1,"38.866354, -83.22028"
45063,Shandon,OH,39.325805,-84.712099,-5,1,"39.325805, -84.712099"
45347,New Paris,OH,39.876255,-84.77788,-5,1,"39.876255, -84.77788"
44680,Strasburg,OH,40.59712,-81.53098,-5,1,"40.59712, -81.53098"
45273,Cincinnati,OH,39.166759,-84.53822,-5,1,"39.166759, -84.53822"
45030,Harrison,OH,39.257936,-84.77001,-5,1,"39.257936, -84.77001"
43113,Circleville,OH,39.598236,-82.94285,-5,1,"39.598236, -82.94285"
43777,Roseville,OH,39.814025,-82.07808,-5,1,"39.814025, -82.07808"
44106,Cleveland,OH,41.507751,-81.60883,-5,1,"41.507751, -81.60883"
44429,Lake Milton,OH,41.100329,-80.9853,-5,1,"41.100329, -80.9853"
44862,Ontario,OH,40.772874,-82.532057,-5,1,"40.772874, -82.532057"
43610,Toledo,OH,41.676299,-83.55996,-5,1,"41.676299, -83.55996"
44011,Avon,OH,41.450538,-82.02167,-5,1,"41.450538, -82.02167"
44598,Youngstown,OH,41.017082,-80.802854,-5,1,"41.017082, -80.802854"
44827,Crestline,OH,40.795521,-82.74991,-5,1,"40.795521, -82.74991"
45853,Kalida,OH,40.983471,-84.20027,-5,1,"40.983471, -84.20027"
44830,Fostoria,OH,41.164209,-83.41054,-5,1,"41.164209, -83.41054"
45105,Bentonville,OH,38.749779,-83.612574,-5,1,"38.749779, -83.612574"
45888,Uniopolis,OH,40.601985,-84.08653,-5,1,"40.601985, -84.08653"
43438,Kelleys Island,OH,41.601343,-82.69744,-5,1,"41.601343, -82.69744"
43128,Jeffersonville,OH,39.651917,-83.57236,-5,1,"39.651917, -83.57236"
44798,Canton,OH,40.811809,-81.368284,-5,1,"40.811809, -81.368284"
45698,Zaleski,OH,39.282728,-82.39623,-5,1,"39.282728, -82.39623"
43512,Defiance,OH,41.29037,-84.36539,-5,1,"41.29037, -84.36539"
44393,Akron,OH,41.128705,-81.53999,-5,1,"41.128705, -81.53999"
44023,Chagrin Falls,OH,41.392171,-81.32748,-5,1,"41.392171, -81.32748"
43271,Columbus,OH,39.969036,-83.011389,-5,1,"39.969036, -83.011389"
44199,Cleveland,OH,41.685744,-81.672797,-5,1,"41.685744, -81.672797"
44708,Canton,OH,40.810931,-81.42142,-5,1,"40.810931, -81.42142"
45254,Cincinnati,OH,39.166759,-84.53822,-5,1,"39.166759, -84.53822"
45367,Sidney,OH,40.333611,-84.218308,-5,1,"40.333611, -84.218308"
44839,Huron,OH,41.388534,-82.5568,-5,1,"41.388534, -82.5568"
45827,Cloverdale,OH,41.009008,-84.30617,-5,1,"41.009008, -84.30617"
45696,Willow Wood,OH,38.592851,-82.46212,-5,1,"38.592851, -82.46212"
44222,Cuyahoga Falls,OH,41.128705,-81.53999,-5,1,"41.128705, -81.53999"
43752,Laings,OH,39.717086,-81.009999,-5,1,"39.717086, -81.009999"
43106,Bloomingburg,OH,39.624916,-83.40267,-5,1,"39.624916, -83.40267"
43504,Berkey,OH,41.697701,-83.83446,-5,1,"41.697701, -83.83446"
45620,Cheshire,OH,38.943285,-82.13589,-5,1,"38.943285, -82.13589"
44651,Mechanicstown,OH,40.623637,-80.96214,-5,1,"40.623637, -80.96214"
44860,Oceola,OH,40.845335,-83.09269,-5,1,"40.845335, -83.09269"
43977,Flushing,OH,40.147388,-81.11291,-5,1,"40.147388, -81.11291"
45740,Jacksonville,OH,39.475889,-82.07959,-5,1,"39.475889, -82.07959"
45503,Springfield,OH,39.94831,-83.78205,-5,1,"39.94831, -83.78205"
44455,Rogers,OH,40.787331,-80.61034,-5,1,"40.787331, -80.61034"
43523,Grelton,OH,41.341081,-84.000532,-5,1,"41.341081, -84.000532"
44211,Brady Lake,OH,41.169816,-81.312416,-5,1,"41.169816, -81.312416"
45013,Hamilton,OH,39.409188,-84.60321,-5,1,"39.409188, -84.60321"
43046,Millersport,OH,39.900063,-82.53696,-5,1,"39.900063, -82.53696"
43938,Mingo Junction,OH,40.318569,-80.64172,-5,1,"40.318569, -80.64172"
44854,New Washington,OH,40.954399,-82.85436,-5,1,"40.954399, -82.85436"
45613,Beaver,OH,39.015223,-82.84927,-5,1,"39.015223, -82.84927"
45121,Georgetown,OH,38.87752,-83.90215,-5,1,"38.87752, -83.90215"
43216,Columbus,OH,39.969036,-83.011389,-5,1,"39.969036, -83.011389"
43903,Amsterdam,OH,40.469171,-80.93363,-5,1,"40.469171, -80.93363"
43927,Fairpoint,OH,40.11761,-80.93763,-5,1,"40.11761, -80.93763"
45820,Cairo,OH,40.831339,-84.08602,-5,1,"40.831339, -84.08602"
43558,Swanton,OH,41.585948,-83.87384,-5,1,"41.585948, -83.87384"
43005,Bladensburg,OH,40.285043,-82.28218,-5,1,"40.285043, -82.28218"
43044,Mechanicsburg,OH,40.052907,-83.57223,-5,1,"40.052907, -83.57223"
45269,Cincinnati,OH,39.166759,-84.53822,-5,1,"39.166759, -84.53822"
45423,Dayton,OH,39.750471,-84.268593,-5,1,"39.750471, -84.268593"
44136,Strongsville,OH,41.312752,-81.83197,-5,1,"41.312752, -81.83197"
45663,West Portsmouth,OH,38.743244,-83.05954,-5,1,"38.743244, -83.05954"
43469,Woodville,OH,41.455129,-83.36565,-5,1,"41.455129, -83.36565"
45002,Cleves,OH,39.180358,-84.73783,-5,1,"39.180358, -84.73783"
43828,Keene,OH,40.351271,-81.873607,-5,1,"40.351271, -81.873607"
45305,Bellbrook,OH,39.640059,-84.0855,-5,1,"39.640059, -84.0855"
45614,Bidwell,OH,38.919179,-82.29337,-5,1,"38.919179, -82.29337"
44270,Rittman,OH,40.971727,-81.77938,-5,1,"40.971727, -81.77938"
44851,New London,OH,41.098478,-82.40483,-5,1,"41.098478, -82.40483"
45383,West Milton,OH,39.958117,-84.33335,-5,1,"39.958117, -84.33335"
45838,Elgin,OH,40.740456,-84.47602,-5,1,"40.740456, -84.47602"
43317,Chesterville,OH,40.479649,-82.68356,-5,1,"40.479649, -82.68356"
43432,Graytown,OH,41.553383,-83.25597,-5,1,"41.553383, -83.25597"
43967,Warnock,OH,40.022806,-80.94093,-5,1,"40.022806, -80.94093"
45358,Pitsburg,OH,39.986011,-84.48651,-5,1,"39.986011, -84.48651"
45248,Cincinnati,OH,39.160159,-84.65042,-5,1,"39.160159, -84.65042"
44188,Cleveland,OH,41.685744,-81.672797,-5,1,"41.685744, -81.672797"
44610,Berlin,OH,40.561587,-81.7981,-5,1,"40.561587, -81.7981"
43347,Rushsylvania,OH,40.470605,-83.66538,-5,1,"40.470605, -83.66538"
45893,Vaughnsville,OH,40.882077,-84.148028,-5,1,"40.882077, -84.148028"
43187,Pickerington,OH,39.882017,-82.739875,-5,1,"39.882017, -82.739875"
43137,Lockbourne,OH,39.818249,-82.98115,-5,1,"39.818249, -82.98115"
43333,Lewistown,OH,40.436172,-83.92528,-5,1,"40.436172, -83.92528"
45490,Dayton,OH,39.750471,-84.268593,-5,1,"39.750471, -84.268593"
43913,Brilliant,OH,40.26212,-80.6356,-5,1,"40.26212, -80.6356"
45777,Sharpsburg,OH,39.368235,-82.010132,-5,1,"39.368235, -82.010132"
45787,Watertown,OH,39.430738,-81.44512,-5,1,"39.430738, -81.44512"
44001,Amherst,OH,41.386533,-82.23419,-5,1,"41.386533, -82.23419"
45629,Franklin Furnace,OH,38.653909,-82.82535,-5,1,"38.653909, -82.82535"
45719,Chauncey,OH,39.4001,-82.12856,-5,1,"39.4001, -82.12856"
43078,Urbana,OH,40.112531,-83.76633,-5,1,"40.112531, -83.76633"
43226,Columbus,OH,39.969036,-83.011389,-5,1,"39.969036, -83.011389"
43433,Gypsum,OH,41.503759,-82.87084,-5,1,"41.503759, -82.87084"
43549,Ney,OH,41.380047,-84.51313,-5,1,"41.380047, -84.51313"
45646,Latham,OH,39.086218,-83.31764,-5,1,"39.086218, -83.31764"
45884,Saint Johns,OH,40.520289,-84.16797,-5,1,"40.520289, -84.16797"
43060,North Lewisburg,OH,40.223286,-83.56172,-5,1,"40.223286, -83.56172"
44627,Fredericksburg,OH,40.671036,-81.84927,-5,1,"40.671036, -81.84927"
45033,Hooven,OH,39.177002,-84.76337,-5,1,"39.177002, -84.76337"
44021,Burton,OH,41.442863,-81.14404,-5,1,"41.442863, -81.14404"
45628,Frankfort,OH,39.390231,-83.19363,-5,1,"39.390231, -83.19363"
43199,Groveport,OH,39.969036,-83.011389,-5,1,"39.969036, -83.011389"
45205,Cincinnati,OH,39.11071,-84.57438,-5,1,"39.11071, -84.57438"
45864,Miller City,OH,41.103776,-84.131541,-5,1,"41.103776, -84.131541"
44645,Marshallville,OH,40.909535,-81.71764,-5,1,"40.909535, -81.71764"
45034,Kings Mills,OH,39.359268,-84.24898,-5,1,"39.359268, -84.24898"
45896,Waynesfield,OH,40.593532,-83.94417,-5,1,"40.593532, -83.94417"
44609,Beloit,OH,40.898618,-80.99304,-5,1,"40.898618, -80.99304"
43400,Danbury,OH,41.532003,-82.797419,-5,1,"41.532003, -82.797419"
43971,Yorkville,OH,40.152615,-80.70789,-5,1,"40.152615, -80.70789"
44512,Youngstown,OH,41.032675,-80.66467,-5,1,"41.032675, -80.66467"
43073,Summit Station,OH,39.996516,-82.754034,-5,1,"39.996516, -82.754034"
44630,Greentown,OH,40.929507,-81.400134,-5,1,"40.929507, -81.400134"
44697,Zoar,OH,40.612253,-81.42168,-5,1,"40.612253, -81.42168"
45235,Cincinnati,OH,39.166759,-84.53822,-5,1,"39.166759, -84.53822"
45885,Saint Marys,OH,40.550005,-84.39308,-5,1,"40.550005, -84.39308"
43941,Piney Fork,OH,40.263948,-80.835767,-5,1,"40.263948, -80.835767"
45873,Oakwood,OH,41.107804,-84.39098,-5,1,"41.107804, -84.39098"
43093,Newark,OH,40.095148,-82.482659,-5,1,"40.095148, -82.482659"
43223,Columbus,OH,39.935263,-83.04558,-5,1,"39.935263, -83.04558"
44889,Wakeman,OH,41.24323,-82.38848,-5,1,"41.24323, -82.38848"
45067,Trenton,OH,39.482307,-84.46429,-5,1,"39.482307, -84.46429"
45122,Goshen,OH,39.222264,-84.11831,-5,1,"39.222264, -84.11831"
44816,Birmingham,OH,41.331398,-82.35278,-5,1,"41.331398, -82.35278"
44825,Chatfield,OH,40.952927,-82.94232,-5,1,"40.952927, -82.94232"
45258,Cincinnati,OH,39.166759,-84.53822,-5,1,"39.166759, -84.53822"
45415,Dayton,OH,39.837256,-84.26016,-5,1,"39.837256, -84.26016"
43146,Orient,OH,39.786202,-83.1469,-5,1,"39.786202, -83.1469"
43516,Deshler,OH,41.211032,-83.89827,-5,1,"41.211032, -83.89827"
43524,Hamler,OH,41.229001,-84.03567,-5,1,"41.229001, -84.03567"
43606,Toledo,OH,41.671761,-83.6064,-5,1,"41.671761, -83.6064"
43612,Toledo,OH,41.706048,-83.5577,-5,1,"41.706048, -83.5577"
44010,Austinburg,OH,41.758952,-80.86289,-5,1,"41.758952, -80.86289"
44230,Doylestown,OH,40.964111,-81.68961,-5,1,"40.964111, -81.68961"
43620,Toledo,OH,41.665849,-83.55218,-5,1,"41.665849, -83.55218"
44663,New Philadelphia,OH,40.477187,-81.44439,-5,1,"40.477187, -81.44439"
43213,Columbus,OH,39.966814,-82.87413,-5,1,"39.966814, -82.87413"
44692,Tuscarawas,OH,40.398664,-81.40088,-5,1,"40.398664, -81.40088"
45875,Ottawa,OH,41.020852,-84.04649,-5,1,"41.020852, -84.04649"
43556,Sherwood,OH,41.298409,-84.55885,-5,1,"41.298409, -84.55885"
44216,Clinton,OH,40.936655,-81.5981,-5,1,"40.936655, -81.5981"
43540,Metamora,OH,41.702622,-83.93725,-5,1,"41.702622, -83.93725"
44124,Cleveland,OH,41.513752,-81.47281,-5,1,"41.513752, -81.47281"
43142,Milledgeville,OH,39.593121,-83.5876,-5,1,"39.593121, -83.5876"
44072,Novelty,OH,41.478469,-81.33635,-5,1,"41.478469, -81.33635"
45363,Russia,OH,40.233304,-84.40459,-5,1,"40.233304, -84.40459"
45506,Springfield,OH,39.910109,-83.83243,-5,1,"39.910109, -83.83243"
45673,Richmond Dale,OH,39.204151,-82.81378,-5,1,"39.204151, -82.81378"
43458,Rocky Ridge,OH,41.532215,-83.21026,-5,1,"41.532215, -83.21026"
44109,Cleveland,OH,41.448951,-81.70342,-5,1,"41.448951, -81.70342"
44142,Brookpark,OH,41.40035,-81.82055,-5,1,"41.40035, -81.82055"
45373,Troy,OH,40.036525,-84.20629,-5,1,"40.036525, -84.20629"
45172,Sinking Spring,OH,39.074266,-83.38713,-5,1,"39.074266, -83.38713"
43843,Walhonding,OH,40.3479,-82.17789,-5,1,"40.3479, -82.17789"
43047,Mingo,OH,40.204914,-83.646581,-5,1,"40.204914, -83.646581"
45819,Buckland,OH,40.623695,-84.26087,-5,1,"40.623695, -84.26087"
45659,Pedro,OH,38.67484,-82.61865,-5,1,"38.67484, -82.61865"
44281,Wadsworth,OH,41.037664,-81.73368,-5,1,"41.037664, -81.73368"
44325,Akron,OH,41.076425,-81.51026,-5,1,"41.076425, -81.51026"
43517,Edgerton,OH,41.441679,-84.73356,-5,1,"41.441679, -84.73356"
45683,Stockdale,OH,38.955485,-82.858402,-5,1,"38.955485, -82.858402"
44243,Kent,OH,41.146862,-81.3388,-5,1,"41.146862, -81.3388"
44648,Massillon,OH,40.811809,-81.368284,-5,1,"40.811809, -81.368284"
45771,Racine,OH,38.978044,-81.91206,-5,1,"38.978044, -81.91206"
45612,Bainbridge,OH,39.228796,-83.28641,-5,1,"39.228796, -83.28641"
45812,Alger,OH,40.696862,-83.8231,-5,1,"40.696862, -83.8231"
43939,Mount Pleasant,OH,40.176109,-80.79979,-5,1,"40.176109, -80.79979"
44254,Lodi,OH,41.039394,-82.0137,-5,1,"41.039394, -82.0137"
44451,North Jackson,OH,41.090089,-80.86736,-5,1,"41.090089, -80.86736"
44510,Youngstown,OH,41.120507,-80.66811,-5,1,"41.120507, -80.66811"
44709,Canton,OH,40.836508,-81.38548,-5,1,"40.836508, -81.38548"
44428,Kinsman,OH,41.443358,-80.58862,-5,1,"41.443358, -80.58862"
43420,Fremont,OH,41.35307,-83.11217,-5,1,"41.35307, -83.11217"
43910,Bloomingdale,OH,40.361891,-80.81953,-5,1,"40.361891, -80.81953"
43532,Liberty Center,OH,41.450082,-83.97563,-5,1,"41.450082, -83.97563"
43728,Chesterhill,OH,39.484626,-81.89613,-5,1,"39.484626, -81.89613"
43783,Somerset,OH,39.801679,-82.29166,-5,1,"39.801679, -82.29166"
44704,Canton,OH,40.799358,-81.3564,-5,1,"40.799358, -81.3564"
45211,Cincinnati,OH,39.154159,-84.60527,-5,1,"39.154159, -84.60527"
45697,Winchester,OH,38.939364,-83.67195,-5,1,"38.939364, -83.67195"
43125,Groveport,OH,39.852363,-82.89589,-5,1,"39.852363, -82.89589"
43570,West Unity,OH,41.586794,-84.43574,-5,1,"41.586794, -84.43574"
44443,New Springfield,OH,40.917556,-80.60039,-5,1,"40.917556, -80.60039"
44505,Youngstown,OH,41.122524,-80.62043,-5,1,"41.122524, -80.62043"
44691,Wooster,OH,40.800086,-81.95726,-5,1,"40.800086, -81.95726"
45869,New Bremen,OH,40.452556,-84.38731,-5,1,"40.452556, -84.38731"
45346,New Madison,OH,39.971929,-84.70471,-5,1,"39.971929, -84.70471"
45686,Vinton,OH,38.99754,-82.36215,-5,1,"38.99754, -82.36215"
43013,Croton,OH,40.235446,-82.69054,-5,1,"40.235446, -82.69054"
43533,Lyons,OH,41.696808,-84.07558,-5,1,"41.696808, -84.07558"
43604,Toledo,OH,41.658109,-83.52774,-5,1,"41.658109, -83.52774"
45692,Wellston,OH,39.117212,-82.54811,-5,1,"39.117212, -82.54811"
44132,Euclid,OH,41.608298,-81.50041,-5,1,"41.608298, -81.50041"
44714,Canton,OH,40.827659,-81.36029,-5,1,"40.827659, -81.36029"
45387,Yellow Springs,OH,39.797227,-83.89239,-5,1,"39.797227, -83.89239"
43616,Oregon,OH,41.646398,-83.46933,-5,1,"41.646398, -83.46933"
43065,Powell,OH,40.155515,-83.08415,-5,1,"40.155515, -83.08415"
45716,Buchtel,OH,39.462005,-82.18021,-5,1,"39.462005, -82.18021"
43204,Columbus,OH,39.958496,-83.08231,-5,1,"39.958496, -83.08231"
44061,Mentor,OH,41.910676,-81.249027,-5,1,"41.910676, -81.249027"
45066,Springboro,OH,39.557096,-84.22688,-5,1,"39.557096, -84.22688"
